algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,exit_code,external_status,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.020809198,1.4698310539018504,20.931034088134766,5915,33,6966,Continuous,,,0,90,6966,9,origA1,42,1827,482,90,1,38.222024,SatDddSclTotalizer,0.015825377,ok,0.036633683,29,25,51,6966
1.8363703610000002,2.9244094488188974,18.176469802856445,1632,33,7914,Continuous,,,1,125,7914,11,origA10,124,1857,1012,125,1,2698.581998,SatDddSclTotalizer,0.843957062,ok,2.680326537,17,49,70,7914
0.629229882,1.8852459016393444,19.83333396911621,6162,33,5209,Continuous,,,2,72,5209,13,origA11,115,2300,842,72,1,3967.973229,SatDddSclTotalizer,0.009577881,ok,0.638806275,30,41,18,5209
1.3466741629999999,2.0956591639871385,21.714284896850586,6393,33,9486,Continuous,,,3,91,9486,15,origA12,167,2607,1045,91,1,2264.033736,SatDddSclTotalizer,0.898672644,ok,2.245345729,28,55,22,9486
0.7300841459999999,2.4594871794871795,19.0,3735,33,8246,Continuous,,,4,112,8246,18,origA2,179,2398,1108,112,1,1316.118932,SatDddSclTotalizer,0.568458475,ok,1.298541494,25,62,37,8246
0.016841231999999998,1.6229508196721312,22.375,2061,33,2346,Continuous,,,5,59,2346,7,origA3,34,1188,378,59,1,22.7321,SatDddSclTotalizer,0.005291835,ok,0.022132275,16,19,28,2346
0.020990473000000003,1.9076086956521738,19.214284896850586,1175,33,3085,Continuous,,,6,78,3085,8,origA4,34,1053,425,78,1,54.917021,SatDddSclTotalizer,0.03175764,ok,0.052747302,14,23,43,3085
0.024340341,2.1856540084388185,19.25,876,33,3470,Continuous,,,7,78,3470,11,origA5,47,1036,460,78,1,62.443584,SatDddSclTotalizer,0.034952851,ok,0.059292172,12,27,39,3470
0.004244206000000001,1.7581699346405228,18.625,307,33,2068,Continuous,,,8,77,2068,5,origA6,10,538,204,77,1,10.05898,SatDddSclTotalizer,0.005409399,ok,0.009653053,8,6,58,2068
0.005954554000000001,3.3666666666666667,12.625,126,33,1918,Continuous,,,9,74,1918,11,origA7,31,707,410,74,1,14.672835,SatDddSclTotalizer,0.008190533,ok,0.014144395,8,19,53,1918
6.323056107000001,2.913949275362319,19.214284896850586,4877,33,29234,Continuous,,,10,68,29234,20,origA8,362,3217,1417,68,1,8888.121385,SatDddSclTotalizer,2.5128824119999997,ok,8.835936501,28,53,0,29234
0.09033155400000001,1.8467153284671534,20.049999237060547,2616,33,6991,Continuous,,,11,63,6991,11,origA9,70,1518,537,63,1,114.733938,SatDddSclTotalizer,0.02159617,ok,0.111926662,20,28,22,6991
0.070934644,2.2456692913385825,18.176469802856445,1632,33,5644,Continuous,,,12,58,5644,10,origA10,73,1426,643,58,1,107.111748,SatDddSclTotalizer,0.031992222,ok,0.102925946,17,33,12,5644
0.7778725809999999,2.1450819672131147,19.83333396911621,6162,33,8811,Continuous,,,13,87,8811,15,origA11,179,2617,1026,87,1,1016.308175,SatDddSclTotalizer,0.226690723,ok,1.004562172,30,46,27,8811
