algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,time_to_best_value_ms,time_to_first_solution_ms,time_to_optimality_ms,time_to_prove_best_value_ms,total_time,trains,travel_and_resource_iters,travel_iters,ub,value_trace_version
0.6958061070000099,118.88424437299035,21.714284896850586,6393,33,,InfiniteSteps180,35,677,88,693,trackA12,17551,147892,65406,677,2,120683.79792499999,SatDddSclTotalizer,119.963481764,timeout,49503.430125,32.123914000000006,,,120.659287626,28,586,87,130,1
0.575574032,8.077881619937695,17.33333396911621,2022,25,14,InfiniteSteps180,36,123,14,115,trackB1,156,5186,1965,122,1,636.548224,SatDddSclTotalizer,0.059991335,ok,635.554972,551.277062,635.554972,609.96558,0.635564967,18,59,59,14,1
0.017260604,8.052287581699346,14.800000190734863,87,25,26,InfiniteSteps180,37,56,26,117,trackB2,45,1232,370,56,1,29.491941,SatDddSclTotalizer,0.011887883,ok,28.708655999999998,11.388148000000001,29.140719999999998,29.140719999999998,0.029148113,5,25,26,26,1
0.015926094000000002,6.687861271676301,16.799999237060547,136,20,4,InfiniteSteps180,38,41,4,104,trackB3,28,1157,338,41,1,21.242411999999998,SatDddSclTotalizer,0.00507721,ok,11.682576000000001,11.682576000000001,20.996054,20.996054,0.021003008,5,14,24,4,1
0.10450662899999999,13.314589665653495,15.949999809265137,2246,25,341,InfiniteSteps180,39,176,341,154,trackB4,440,8761,4254,176,1,324.688133,SatDddSclTotalizer,0.217931271,ok,266.370291,11.626483,322.42115,322.42115,0.322437539,20,127,41,341,1
0.019639762999999998,12.131147540983607,17.799999237060547,136,25,11,InfiniteSteps180,40,109,11,120,trackB5,106,2220,1005,109,1,44.066455999999995,SatDddSclTotalizer,0.023972806,ok,42.642154000000005,11.370441,43.600175,43.600175,0.043612267,5,60,45,11,1
0.015178611000000002,5.980891719745223,15.199999809265137,93,25,2,InfiniteSteps180,41,34,2,102,trackB6,13,939,213,34,1,19.280017,SatDddSclTotalizer,0.003888916,ok,11.601488999999999,11.601488999999999,19.060591000000002,19.060591000000002,0.019067246,5,6,26,2,1
0.11709030400000003,12.066137566137566,15.25,2865,25,318,InfiniteSteps180,42,182,318,146,trackB7,431,9122,4146,181,1,377.41072399999996,SatDddSclTotalizer,0.257639635,ok,374.71729700000003,11.826249,374.71729700000003,267.888363,0.374729614,24,102,71,318,1
0.017981473,10.201438848920864,13.399999618530273,72,25,12,InfiniteSteps180,43,100,12,120,trackB8,57,1418,515,100,1,35.117315000000005,SatDddSclTotalizer,0.016848262,ok,11.389207,11.389207,34.82155,34.82155,0.034829454,5,40,56,12,1
0.025057022999999998,12.33502538071066,13.571428298950195,150,25,51,InfiniteSteps180,44,100,51,114,trackB9,104,2430,1091,99,1,54.221863,SatDddSclTotalizer,0.02861653,ok,53.664832000000004,11.402017,53.664832000000004,44.01336,0.053673207,7,51,42,51,1
0.019309974,5.2994652406417115,12.857142448425293,126,25,41,InfiniteSteps180,45,18,41,102,trackB10,11,991,92,18,1,22.770748,SatDddSclTotalizer,0.003055536,ok,11.341209,11.341209,22.356794,22.356794,0.022365154,7,5,7,41,1
0.13998038499999998,12.518238993710693,15.399999618530273,3202,25,391,InfiniteSteps180,46,172,391,152,trackB11,479,9952,4646,172,1,431.323345,SatDddSclTotalizer,0.288105644,ok,424.166493,11.69394,428.071908,428.071908,0.428085751,25,112,51,391,1
0.04988185899999997,15.418803418803419,16.214284896850586,970,25,88,InfiniteSteps180,47,168,88,163,trackB12,515,7216,2813,168,2,437.756711,SatDddSclTotalizer,0.386478808,ok,373.64891500000004,11.579255999999999,436.349115,436.349115,0.436360381,14,114,47,88,1
0.20558647399999996,20.01609010458568,20.931034088134766,5915,33,81,InfiniteSteps180,48,368,81,131,stationA1,1340,24880,14537,367,1,2366.29192,SatDddSclTotalizer,2.1568045160000002,ok,2362.379369,32.571489,2362.379369,1927.4980259999998,2.362390743,29,236,124,81,1
0.103824684,16.15282051282051,19.0,3735,33,59,InfiniteSteps180,49,150,59,160,stationA2,904,15749,8045,150,1,939.8983199999999,SatDddSclTotalizer,0.833440959,ok,857.373846,21.890606,937.2391789999999,937.2391789999999,0.937265328,25,113,31,59,1
0.07300262600000001,16.01502732240437,22.375,2061,33,26,InfiniteSteps180,50,420,26,128,stationA3,490,11723,7041,419,1,533.5297,SatDddSclTotalizer,0.45896243,ok,531.9550119999999,11.595690000000001,531.9550119999999,197.851104,0.531964791,16,195,219,26,1
0.037174830000000006,9.702898550724637,19.214284896850586,1175,33,22,InfiniteSteps180,51,157,22,115,stationA4,167,5356,2607,157,1,113.701682,SatDddSclTotalizer,0.075509127,ok,110.797179,11.933743,112.673016,112.673016,0.112683634,14,78,74,22,1
0.028246556000000006,8.19620253164557,19.25,876,33,23,InfiniteSteps180,52,83,23,119,stationA5,134,3885,1537,83,1,62.639653,SatDddSclTotalizer,0.033629321,ok,11.517131,11.517131,61.866058,61.866058,0.06187558,12,60,18,23,1
0.018908061000000004,5.73202614379085,18.625,307,33,15,InfiniteSteps180,53,47,15,106,stationA6,48,1754,413,47,1,27.746008,SatDddSclTotalizer,0.008410771,ok,11.356945999999999,11.356945999999999,27.309859,27.309859,0.027318576,8,26,17,15,1
0.020627691,8.871428571428572,12.625,126,33,16,InfiniteSteps180,54,104,16,105,stationA7,36,1863,681,104,1,42.960595,SatDddSclTotalizer,0.021920288,ok,11.293885999999999,11.293885999999999,42.539013,42.539013,0.042547668,8,21,78,16,1
0.4577934360000029,74.82652134423252,19.88888931274414,4862,33,161,InfiniteSteps180,55,636,161,507,stationA8,7988,82384,42304,635,1,101257.377337,SatDddSclTotalizer,100.785295157,ok,101243.076809,21.910880000000002,101243.076809,70907.833589,101.243088329,27,552,77,161,1
0.07938070599999997,13.52676399026764,20.049999237060547,2616,33,49,InfiniteSteps180,56,176,49,131,stationA9,504,11119,5799,176,1,480.60992000000005,SatDddSclTotalizer,0.399515887,ok,401.970508,21.89841,478.883139,478.883139,0.478896278,20,118,52,49,1
0.05116976200000001,11.434645669291339,18.176469802856445,1632,33,41,InfiniteSteps180,57,199,41,140,stationA10,285,7261,3525,198,1,199.341152,SatDddSclTotalizer,0.146736234,ok,197.896498,11.546149999999999,197.896498,164.250758,0.1979057,17,105,87,41,1
0.3905399490000008,69.51602300739523,20.482759475708008,6144,33,,InfiniteSteps180,58,271,100,443,stationA11,9326,84601,36914,271,1,120099.680881,SatDddSclTotalizer,119.69543104,timeout,32.202582,32.202582,,,120.085970767,29,268,0,133,1
0.3572244869999963,62.82958199356913,21.714284896850586,6393,33,,InfiniteSteps180,59,213,80,431,stationA12,8505,78160,34056,213,1,120277.67950099999,SatDddSclTotalizer,119.910126304,timeout,32.782975,32.782975,,,120.267350585,28,211,0,160,1
0.61913357,14.36448598130841,17.33333396911621,2022,25,30,InfiniteSteps180,60,218,30,134,stationB1,341,9222,5086,217,1,955.752472,SatDddSclTotalizer,0.335130593,ok,954.253471,571.269145,954.253471,914.056909,0.954263766,18,122,89,30,1
0.017142949,7.03921568627451,14.800000190734863,87,25,29,InfiniteSteps180,61,44,29,113,stationB2,34,1077,262,43,1,26.633118,SatDddSclTotalizer,0.009143497,ok,26.277726,11.434699,26.277726,25.276173999999997,0.026286155,5,17,21,29,1
0.017055600999999997,8.23121387283237,16.799999237060547,136,20,6,InfiniteSteps180,62,70,6,106,stationB3,37,1424,561,70,1,28.257333,SatDddSclTotalizer,0.010875673,ok,11.24418,11.24418,27.923413,27.923413,0.02793097,5,23,44,6,1
0.10536314899999999,13.419452887537993,15.949999809265137,2246,25,355,InfiniteSteps180,63,172,355,124,stationB4,400,8830,4448,171,1,662.329818,SatDddSclTotalizer,0.554494399,ok,659.846806,11.796711,659.846806,458.461746,0.659857281,20,94,68,355,1
0.019944098999999996,12.6448087431694,17.799999237060547,136,25,10,InfiniteSteps180,64,117,10,125,stationB5,109,2314,1056,116,1,46.878223,SatDddSclTotalizer,0.02656462,ok,46.500741,11.389037,46.500741,31.892130999999996,0.046508392,5,47,65,10,1
0.0154326,6.063694267515924,15.199999809265137,93,25,5,InfiniteSteps180,65,41,5,104,stationB6,13,952,231,41,1,20.644849,SatDddSclTotalizer,0.005001996,ok,11.370828,11.370828,20.426437,20.426437,0.02043429,5,8,30,5,1
0.1300580870000001,14.857142857142858,15.25,2865,25,339,InfiniteSteps180,66,191,339,120,stationB7,548,11232,5628,190,1,1408.633991,SatDddSclTotalizer,1.2751828459999999,ok,1405.230256,12.020622999999999,1405.230256,1089.870208,1.405240686,24,123,58,339,1
0.017543192,9.223021582733812,13.399999618530273,72,25,16,InfiniteSteps180,67,80,16,111,stationB8,41,1282,464,80,1,31.888718000000004,SatDddSclTotalizer,0.014044174,ok,11.391062,11.391062,31.577899,31.577899,0.031587006,5,27,48,16,1
0.023293082,8.959390862944163,13.571428298950195,150,25,70,InfiniteSteps180,68,54,70,110,stationB9,78,1765,550,54,1,38.13245,SatDddSclTotalizer,0.01425304,ok,11.293970999999999,11.293970999999999,37.530606,37.530606,0.037545818,7,28,19,70,1
0.021265739999999998,5.86096256684492,12.857142448425293,126,25,53,InfiniteSteps180,69,38,53,104,stationB10,14,1096,189,38,1,29.07865,SatDddSclTotalizer,0.0072912,ok,11.702816,11.702816,28.548528,28.548528,0.028556662,7,7,25,53,1
0.160624828,17.10062893081761,15.399999618530273,3202,25,415,InfiniteSteps180,70,222,415,156,stationB11,702,13595,7100,221,2,1827.827847,SatDddSclTotalizer,1.663635041,ok,1824.2487700000001,12.104836,1824.2487700000001,1153.744481,1.824259623,25,135,76,415,1
0.04892147200000002,15.072649572649572,16.214284896850586,970,25,98,InfiniteSteps180,71,163,98,159,stationB12,470,7054,2826,163,1,359.024505,SatDddSclTotalizer,0.30855116,ok,320.970359,11.867592,357.4602,357.4602,0.357472311,14,102,54,98,1
